ApplicationDocsID	ApplicationDocsTypeID	ApplNo	SubmissionType	SubmissionNo	ApplicationDocsTitle	ApplicationDocsURL	ApplicationDocsDate
3113	1	020699	SUPPL     	69	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020151s043, 020699s069ltr.pdf	2007-02-12 00:00:00
3114	1	020699	SUPPL     	71	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020151s044, 020699s071ltr.pdf	2006-09-20 00:00:00
3115	1	020699	SUPPL     	72	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020151s045, 020699s072ltr.pdf	2006-10-23 00:00:00
3116	1	020699	SUPPL     	79	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020151s047,s49,020699s77,s79ltr.pdf	2007-09-25 00:00:00
3117	1	020699	SUPPL     	81	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/020699s081, 020151s051ltr.pdf	2008-05-28 00:00:00
3118	1	020699	SUPPL     	106	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/020699Orig1s106ltr.pdf	2016-03-02 00:00:00
3119	1	020701	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20701S9ltr.pdf	2001-04-23 00:00:00
3120	1	020701	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20701slr011,20756slr012ltr.pdf	2003-09-29 00:00:00
3121	1	020701	SUPPL     	14	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/20701s014ltr.pdf	2005-03-29 00:00:00
3122	1	020701	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020701s020,s021,s023ltr.pdf	2011-12-14 00:00:00
3123	1	020701	SUPPL     	23	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020701s020,s021,s023ltr.pdf	2011-12-14 00:00:00
3124	1	020702	SUPPL     	3	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20702ltrs003s005.pdf	1998-07-10 00:00:00
3125	1	020702	SUPPL     	29	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20702s029s034.pdf	2002-04-22 00:00:00
3126	1	020702	SUPPL     	34	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20702s029s034.pdf	2004-06-08 00:00:00
3127	1	020702	SUPPL     	36	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20702slr036ltr.pdf	2003-06-08 00:00:00
3128	1	020702	SUPPL     	42	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020702s042ltr.pdf	2005-10-20 00:00:00
3129	1	020702	SUPPL     	43	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020702s043ltr.pdf	2005-10-14 00:00:00
3130	1	020702	SUPPL     	44	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020702s044LTR.pdf	2006-08-09 00:00:00
3131	1	020702	SUPPL     	46	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020702s046LTR.pdf	2006-06-27 00:00:00
3132	1	020702	SUPPL     	56	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/020702s056ltr.pdf	2010-11-05 00:00:00
3133	1	020702	SUPPL     	62	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020702Orig1s062,s063ltr.pdf	2012-11-05 00:00:00
3134	1	020702	SUPPL     	63	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020702Orig1s062,s063ltr.pdf	2012-11-05 00:00:00
3135	1	020702	SUPPL     	65	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/020702Orig1s065ltr.pdf	2015-03-13 00:00:00
3136	1	020704	SUPPL     	8	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19658se6-018,20704se6-008,20641se6-009ltr.pdf	2002-11-27 00:00:00
3137	1	020704	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/020704s020ltr.pdf	2008-10-23 00:00:00
3138	1	020704	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/020704s021ltr.pdf	2009-02-03 00:00:00
3139	1	020704	SUPPL     	27	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/020704Orig1s027,021993Orig1s012ltr.pdf	2014-07-24 00:00:00
3140	1	020705	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20705s9ltr.pdf	2002-03-14 00:00:00
3141	1	020705	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020705s010ltr.pdf	2006-04-13 00:00:00
3142	1	020705	SUPPL     	18	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020705Orig1s018ltr.pdf	2012-08-15 00:00:00
3143	1	020706	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20706slr011ltr.pdf	2003-06-08 00:00:00
3144	1	020707	SUPPL     	5	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020707s005ltr.pdf	2006-11-22 00:00:00
3145	1	020708	SUPPL     	5	0	http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20708s5_appltr.pdf	1999-02-11 00:00:00
3146	1	020708	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20708s11ltr.pdf	2001-09-21 00:00:00
3147	1	020708	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/19943slr018,20011slr025,20708slr015ltr.pdf	2004-01-22 00:00:00
3148	1	020708	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/0197322729190103119943222420517181920708202120011tr.pdf	2005-10-20 00:00:00
3149	1	020708	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/019943s026, 020011s033, 020708s026ltr.pdf	2007-11-08 00:00:00
3150	1	020708	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/020708s030ltr.pdf	2010-11-02 00:00:00
3151	1	020708	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020708s031,019943s031,020011s038ltr.pdf	2012-04-02 00:00:00
3152	1	020708	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020708s032ltr.pdf	2011-06-16 00:00:00
3153	1	020708	SUPPL     	34	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/020708Orig1s034,019943Orig1s034,020011Orig1s041,203696Orig1s001ltr.pdf	2013-10-31 00:00:00
3154	1	020710	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020710s015s016_ltr.pdf	2006-02-08 00:00:00
3155	1	020710	SUPPL     	18	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020301s49s54s55,20936s23s30s31,20710s18s19ltr.pdf	2006-09-20 00:00:00
3156	1	020710	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020031s058,s066,020710s022,s030,020936s034,s044ltr.pdf	2011-07-12 00:00:00
3157	1	020710	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/020031s060, 020936s037, 020710s024ltr.pdf	2008-11-03 00:00:00
3158	1	020710	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020031s062s065s069,020710s026s029s033,020936s040s043ltr.pdf	2011-03-24 00:00:00
3159	1	020710	SUPPL     	29	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020031s062s065s069,020710s026s029s033,020936s040s043ltr.pdf	2011-03-24 00:00:00
3160	1	020710	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020031s058,s066,020710s022,s030,020936s034,s044ltr.pdf	2011-07-12 00:00:00
3161	1	020710	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020031Orig1s067,020710Orig1s031,020936Orig1s045ltr.pdf	2012-12-21 00:00:00
3162	1	020710	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020031s068,020710s032,020936s046ltr.pdf	2012-04-12 00:00:00
3163	1	020711	SUPPL     	14	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20711slr013,014,016,018ltr.pdf	2004-07-01 00:00:00
3164	1	020711	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20711slr013,014,016,018ltr.pdf	2004-07-01 00:00:00
3165	1	020711	SUPPL     	19	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20711s019,020ltr.pdf	2004-11-08 00:00:00
3166	1	020711	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/18644s030,20358s034,21515s009,20711s021ltr.pdf	2005-01-13 00:00:00
3167	1	020711	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020711s026,s035ltr.pdf	2011-08-26 00:00:00
3168	1	020711	SUPPL     	28	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020711s028ltr.pdf	2007-03-23 00:00:00
3169	1	020711	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/020711s032,s033ltr.pdf	2009-07-08 00:00:00
3170	1	020711	SUPPL     	34	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/020711s034ltr.pdf	2010-03-03 00:00:00
3171	1	020711	SUPPL     	35	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020711s026,s035ltr.pdf	2011-08-26 00:00:00
3172	1	020711	SUPPL     	36	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020711s036ltr.pdf	2012-01-20 00:00:00
3173	1	020711	SUPPL     	39	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/020711Orig1s039ltr.pdf	2014-03-28 00:00:00
3174	1	020712	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020712s024ltr.pdf	2006-01-30 00:00:00
3175	1	020712	SUPPL     	25	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020712s025LTR.pdf	2006-07-13 00:00:00
3176	1	020712	SUPPL     	29	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020712s029ltr.pdf	2008-01-09 00:00:00
3177	1	020712	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020712s031ltr.pdf	2011-02-03 00:00:00
3178	1	020712	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/020712Orig1s032,s035ltr.pdf	2013-03-25 00:00:00
3179	1	020712	SUPPL     	35	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/020712Orig1s032,s035ltr.pdf	2013-03-25 00:00:00
3180	1	020713	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020713Orig1s010ltr.pdf	2012-07-20 00:00:00
3181	1	020714	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20714slr010ltr.pdf	2002-09-08 00:00:00
3182	1	020715	SUPPL     	4	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20715s3ltr.pdf	2002-01-15 00:00:00
3183	1	020715	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/020715s016, 021288s013ltr.pdf	2008-04-16 00:00:00
3184	1	020715	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020715s024,021288s021,022437s002ltr.pdf	2011-01-20 00:00:00
3185	1	020716	SUPPL     	8	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020716s008ltr.pdf	2006-11-06 00:00:00
3186	1	020716	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/020716s010ltr.pdf	2008-07-31 00:00:00
3187	1	020716	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020716Orig1s011ltr.pdf	2012-08-29 00:00:00
3188	1	020717	SUPPL     	6	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20717scp006ltr.pdf	2003-05-29 00:00:00
3189	1	020717	SUPPL     	8	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20717se1-008ltr.pdf	2004-02-02 00:00:00
3190	1	020717	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20717scf009ltr.pdf	2003-08-15 00:00:00
3191	1	020717	SUPPL     	34	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/020717s030,s034,s036ltr.pdf	2010-10-25 00:00:00
3192	1	020717	SUPPL     	38	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/020717Orig1s037,s038ltr.pdf	2015-01-20 00:00:00
3193	1	020717	SUPPL     	40	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020717s040,s041,021875s016,s017ltr.pdf	2012-01-19 00:00:00
3194	1	020717	SUPPL     	41	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020717s040,s041,021875s016,s017ltr.pdf	2012-01-19 00:00:00
3195	1	020718	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20718ltr.pdf	1998-05-18 00:00:00
3196	1	020718	SUPPL     	13	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20718S10S13ltr.pdf	2001-06-08 00:00:00
3197	1	020718	SUPPL     	17	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20718se8-017ltr.pdf	2003-06-22 00:00:00
3198	1	020718	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20718s022ltr.pdf	2004-07-21 00:00:00
3199	1	020718	SUPPL     	25	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020718s025ltr.pdf	2005-10-14 00:00:00
3200	1	020718	SUPPL     	34	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020718s034ltr.pdf	2011-04-04 00:00:00
3201	1	020718	SUPPL     	37	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/020718Orig1s037ltr.pdf	2013-03-26 00:00:00
3202	1	020723	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20723slr010ltr.pdf	2004-05-26 00:00:00
3203	1	020723	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20723se1-015ltr.pdf	2004-03-03 00:00:00
3204	1	020723	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20723s016ltr.pdf	2004-07-21 00:00:00
3205	1	020723	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/020723s022ltr.pdf	2010-10-19 00:00:00
3206	3	020725	ORIG      	1	This Former NDA Was Deemed To Be a BLA on March 23, 2020.	http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/020725_creon_toc.cfm	2020-03-23 00:00:00
3207	2	020725	SUPPL     	3	This Former NDA Was Deemed To Be a BLA on March 23, 2020.	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020725s003lbl.pdf	2020-03-23 00:00:00
3208	2	020725	SUPPL     	6	This Former NDA Was Deemed To Be a BLA on March 23, 2020.	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020725s006lbl.pdf	2020-03-23 00:00:00
3209	2	020725	SUPPL     	7	This Former NDA Was Deemed To Be a BLA on March 23, 2020.	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020725s007lbl.pdf	2020-03-23 00:00:00
3211	2	020725	SUPPL     	11	This Former NDA Was Deemed To Be a BLA on March 23, 2020.	http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020725s011lbl.pdf	2020-03-23 00:00:00
3212	1	020726	SUPPL     	8	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20726s8ltr.pdf	2004-06-04 00:00:00
3213	1	020726	SUPPL     	12	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020726s012rev2.pdf	2006-01-06 00:00:00
3214	1	020726	SUPPL     	14	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020726s014LTR.pdf	2007-04-20 00:00:00
3215	1	020726	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/020726s015s016ltr.pdf	2010-03-08 00:00:00
3216	1	020726	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/020726s020ltr.pdf	2010-05-06 00:00:00
3217	1	020727	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020727ltr.pdf	2005-06-24 00:00:00
3218	1	020727	SUPPL     	5	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/020727Orig1s005ltr.pdf	2015-04-03 00:00:00
3219	1	020729	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20729s10ltr.pdf	2002-02-14 00:00:00
3220	1	020729	SUPPL     	25	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020312s034,020729s025ltr.pdf	2012-01-23 00:00:00
3221	1	020732	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20732,20733ltr.pdf	2002-10-08 00:00:00
3222	1	020732	SUPPL     	2	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020732s002,020733s003LTR.pdf	2006-10-13 00:00:00
3223	1	020732	SUPPL     	6	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020732s006,s007ltr.pdf	2012-01-03 00:00:00
3224	1	020732	SUPPL     	13	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/020732Orig1s013,020733Orig1s017,022410Orig1s025ltr.pdf	2016-07-12 00:00:00
3225	1	020733	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20732,20733ltr.pdf	2002-10-08 00:00:00
3226	1	020733	SUPPL     	3	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020732s002,020733s003LTR.pdf	2006-10-13 00:00:00
3227	1	020733	SUPPL     	14	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/020733Orig1s014ltr.pdf	2014-12-12 00:00:00
3228	1	020733	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/020732Orig1s012,020733Orig1s016ltr.pdf	2015-09-24 00:00:00
3229	1	020734	SUPPL     	3	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20734S03LTR.PDF	2000-04-12 00:00:00
3230	1	020734	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20678slr010,011and20734slr010,011ltr.pdf	2002-07-25 00:00:00
3231	1	020734	SUPPL     	12	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20678scs013,20734scs012ltr.pdf	2003-06-08 00:00:00
3232	1	020734	SUPPL     	13	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20678slr014,20734slr013ltr.pdf	2004-02-02 00:00:00
3233	1	020734	SUPPL     	19	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/020734s019ltr.pdf	2010-01-20 00:00:00
3234	1	020738	SUPPL     	12	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20738slr012,21268slr002ltr.pdf	2003-10-17 00:00:00
3235	1	020740	SUPPL     	8	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20740S8,13LTR.PDF	2000-07-23 00:00:00
3236	1	020740	SUPPL     	13	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20740S8,13LTR.PDF	2000-07-23 00:00:00
3237	1	020741	SUPPL     	12	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20741s12ltr.pdf	2002-01-18 00:00:00
3238	1	020741	SUPPL     	19	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20741scp019ltr.pdf	2003-10-17 00:00:00
3239	1	020741	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/20741s022ltr.pdf	2005-02-11 00:00:00
3240	1	020741	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020741s030LTR.pdf	2006-06-28 00:00:00
3241	1	020741	SUPPL     	34	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/020741s034ltr.pdf	2008-07-15 00:00:00
3242	1	020741	SUPPL     	35	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/020741s035ltr.pdf	2009-06-16 00:00:00
3243	1	020741	SUPPL     	38	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/020741s038ltr.pdf	2010-08-03 00:00:00
3244	1	020741	SUPPL     	40	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020741s040ltr.pdf	2012-03-05 00:00:00
3245	1	020742	SUPPL     	4	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20742scp004ltr.pdf	2003-05-29 00:00:00
3246	1	020742	SUPPL     	6	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20742slr005,scp006ltr.pdf	2004-05-26 00:00:00
3247	1	020743	SUPPL     	2	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20743slr002ltr.pdf	2003-04-18 00:00:00
3248	1	020743	SUPPL     	6	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20743scp006ltr.pdf	2004-07-06 00:00:00
3249	1	020744	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/20744ltr.pdf	2020-03-23 00:00:00
3250	1	020746	SUPPL     	13	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20746slr013ltr.pdf	2004-01-22 00:00:00
3251	1	020746	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20746s016ltr.pdf	2004-08-02 00:00:00
3252	1	020746	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020746s021ltr.pdf	2007-10-22 00:00:00
3253	1	020746	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/020746s024ltr.pdf	2009-05-29 00:00:00
3254	1	020746	SUPPL     	33	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/020746Orig1s033ltr.pdf	2016-03-14 00:00:00
3255	1	020747	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20747ltr.pdf	1998-11-04 00:00:00
3256	1	020747	SUPPL     	8	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20747scm008ltr.pdf	2003-02-19 00:00:00
3257	1	020747	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20747s10ltr.pdf	2002-03-07 00:00:00
3258	1	020747	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20747s011ltr.pdf	2002-06-10 00:00:00
3259	1	020747	SUPPL     	17	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20747s017ltr.pdf	2004-09-29 00:00:00
3260	1	020747	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/020747s030ltr.pdf	2010-01-20 00:00:00
3261	1	020752	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20752ltr.pdf	1998-05-28 00:00:00
3262	1	020753	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/20753LTR.PDF	1999-10-21 00:00:00
3263	1	020753	SUPPL     	3	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20753slr003ltr.pdf	2003-11-25 00:00:00
3264	1	020753	SUPPL     	6	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020753s006ltr.pdf	2005-10-11 00:00:00
3265	1	020753	SUPPL     	12	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020753s009,s011s012ltr.pdf	2011-03-28 00:00:00
3266	1	020753	SUPPL     	14	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/020753Orig1s014ltr.pdf	2013-02-20 00:00:00
3267	1	020753	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/020753Orig1s015,s016ltr.pdf	2014-05-06 00:00:00
3268	1	020755	SUPPL     	5	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20379slr017,20755slr005,21212slr002ltr.pdf	2003-09-09 00:00:00
3269	1	020756	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20756S9ltr.pdf	2001-04-11 00:00:00
3270	1	020757	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20757se1-021ltr.pdf	2002-09-20 00:00:00
3271	1	020757	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20757scm022ltr.pdf	2002-07-19 00:00:00
3272	1	020757	SUPPL     	38	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020757s038LTR.pdf	2006-04-25 00:00:00
3273	1	020757	SUPPL     	56	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020757s056ltr.pdf	2011-12-14 00:00:00
3274	1	020757	SUPPL     	58	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020757Orig1s058ltr.pdf	2012-01-23 00:00:00
3275	1	020758	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/20758s032ltr.pdf	2005-03-18 00:00:00
3276	1	020758	SUPPL     	36	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020758s036LTR.pdf	2006-04-25 00:00:00
3277	1	020758	SUPPL     	59	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020758s058,s059ltr.pdf	2011-06-09 00:00:00
3278	1	020758	SUPPL     	64	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020758Orig1s064ltr.pdf	2012-10-29 00:00:00
3279	1	020758	SUPPL     	67	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/020758Orig1s067ltr.pdf	2014-06-02 00:00:00
3280	1	020762	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20762s007ltr.pdf	2004-08-31 00:00:00
3281	1	020762	SUPPL     	14	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20762slr014ltr.pdf	2003-03-10 00:00:00
3282	1	020762	SUPPL     	38	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/020762s038ltr.pdf	2010-06-02 00:00:00
3283	1	020763	SUPPL     	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/020763Orig1s001,s002,s010ltr.pdf	2013-10-18 00:00:00
3284	1	020763	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020763s008,s009ltr.pdf	2012-03-05 00:00:00
3285	1	020764	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20764ltr.pdf	1998-08-24 00:00:00
3286	1	020764	SUPPL     	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20241s3ltr.pdf	1998-12-14 00:00:00
