ApplNo	ApplType	ApplPublicNotes	SponsorName
020337	NDA		FOUGERA PHARMS
020338	NDA		GALDERMA LABS LP
020340	NDA		FOUGERA PHARMS
020343	NDA		SANOFI AVENTIS US
020345	ANDA		ICU MEDICAL INC
020346	NDA		J AND J CONSUMER INC
020347	NDA		ABBOTT
020351	NDA		GE HEALTHCARE
020353	NDA		ALMATICA
020355	NDA		FERRING PHARMS INC
020356	NDA		COVIS
020357	NDA		EMD SERONO INC
020358	NDA		GLAXOSMITHKLINE
020360	ANDA		BAXTER HLTHCARE
020363	NDA		NOVARTIS
020364	NDA		NOVARTIS
020367	BLA		GENZYME
020369	NDA		NOVARTIS
020372	NDA		GE HEALTHCARE
020374	ANDA		FRESENIUS
020375	NDA		BAYER HLTHCARE
020377	NDA		WYETH PHARMS INC
020378	BLA		EMD SERONO
020379	NDA		PFIZER
020380	NDA		GALDERMA LABS LP
020381	NDA		ABBVIE
020385	NDA		PFIZER INC
020386	NDA		ORGANON
020387	NDA		ORGANON
020388	NDA		PIERRE FABRE
020389	NDA		BAYER HEALTHCARE LLC
020392	NDA		MYLAN
020393	NDA		BOEHRINGER INGELHEIM
020394	NDA		BOEHRINGER INGELHEIM
020397	NDA		COVIS
020398	NDA		JANSSEN PHARMS
020400	NDA		MYLAN
020401	NDA		BAUSCH
020402	NDA		GLAXOSMITHKLINE
020403	NDA		GLAXOSMITHKLINE
020404	NDA		MYLAN PHARMS INC
020405	NDA		CONCORDIA
020406	NDA		TAKEDA PHARMS USA
020408	NDA		MERCK
020409	NDA		TEVA BRANDED PHARM
020410	NDA		AMAG PHARMS INC
020411	NDA		FERRING PHARMS INC
020412	NDA		BRISTOL-MYERS SQUIBB
020413	NDA		BRISTOL-MYERS SQUIBB
020414	NDA		US ARMY
020415	NDA		ORGANON USA INC
020416	NDA		AMAG PHARMS INC
020417	NDA		PARKE DAVIS
020418	NDA		MCNEIL PED
020420	NDA		GENSIA AUTOMEDICS
020421	NDA		BAYER
020427	NDA		LUNDBECK PHARMS LLC
020428	NDA		ALMIRALL
020429	NDA		WYETH CONS
020430	NDA		ASPEN GLOBAL INC
020438	NDA		CHEPLAPHARM
020439	NDA		AKORN
020441	NDA		ASTRAZENECA
020443	NDA		EMD SERONO INC
020444	NDA		GLAXOSMITHKLINE LLC
020448	NDA		J AND J CONSUMER INC
020449	NDA		SANOFI AVENTIS US
020450	NDA		PARKE DAVIS
020451	NDA		PINNACLE BIOLGS
020452	NDA		CORDENPHARMA
020453	NDA		ANI PHARMS
020457	NDA		CHEPLAPHARM
020458	NDA		TEVA
020459	NDA		EUROHLTH INTL SARL
020460	NDA		ROCHE PALO
020463	NDA		BLACKSMITH BRANDS
020465	NDA		PHARMACIA AND UPJOHN
020468	NDA		CHATTEM SANOFI
020469	NDA		SCHERING
020470	NDA		BAYER HEALTHCARE LLC
020471	NDA		CHIESI
020472	NDA		PFIZER
020474	NDA		EYEVANCE
020475	NDA		VALEANT INTL
020476	NDA		MCNEIL
020478	NDA		ABBVIE
020479	NDA		MYLAN SPECIALITY LP
020482	NDA		BAYER HLTHCARE
020484	NDA		LEO PHARMA AS
020485	NDA		JOHNSON AND JOHNSON
020486	NDA		SCHERING
020487	NDA		GLAXOSMITHKLINE
020488	NDA		HOSPIRA
020489	NDA		ALLERGAN
020490	NDA		ALLERGAN
020491	NDA		PFIZER
020496	NDA		SANOFI AVENTIS US
020497	NDA		KYOWA KIRIN
020498	NDA		ANI PHARMS
020499	NDA		BAYER
020500	NDA		GLAXOSMITHKLINE LLC
020503	NDA		KINDEVA
020504	NDA		TEVA BRANDED PHARM
020505	NDA		JANSSEN PHARMS
020506	NDA		MERCK
020507	NDA		BIOVAIL
020508	NDA		SUN PHARM INDS INC
020509	NDA		LILLY
020511	NDA		ULURU
020512	ANDA		BAXTER HLTHCARE
020516	NDA		J AND J CONSUMER INC
020517	NDA		ABBVIE ENDOCRINE INC
020518	NDA		VIIV HLTHCARE
020519	NDA		ALVOGEN
020520	NDA		CHATTEM SANOFI
020521	BLA		ONY
020522	BLA		GENENTECH
020524	NDA		MYLAN
020525	NDA		BAYER HEALTHCARE LLC
020526	NDA		BAYER HEALTHCARE LLC
020527	NDA		WYETH PHARMS
020528	NDA		ABBVIE
020529	NDA		ALLERGAN
020530	NDA		IOMED
020531	NDA		GALDERMA LABS LP
020532	NDA		STAND HOMEOPATH
020533	NDA		FRESENIUS KABI USA
020536	NDA		MCNEIL CONS
020538	NDA		NOVARTIS
020539	NDA		NOVARTIS
020541	NDA		ANI PHARMS
020542	NDA		HOSPIRA
020544	NDA		POPULATION COUNCIL
020545	NDA		KING PHARMS
020547	NDA		STRIDES PHARMA
020548	NDA		GLAXOSMITHKLINE
020549	NDA		GLAXOSMITHKLINE
020550	NDA		GLAXOSMITHKLINE
020551	NDA		ABBVIE
020552	NDA		PFIZER
020554	NDA		LEO PHARMA AS
020555	NDA		GLAXOSMITHKLINE
020559	NDA		GLAXOSMITHKLINE
020560	NDA		MERCK AND CO INC
020563	BLA		LILLY
020564	NDA		VIIV HLTHCARE
020569	NDA		BAUSCH AND LOMB
020570	NDA		LANTHEUS MEDICAL
020571	NDA		PFIZER INC
020572	NDA		HORIZON THERAP
020573	NDA		HORIZON THERAP
020574	NDA		BAYER HEALTHCARE LLC
020575	NDA		NOVEN
020576	NDA		RECORDATI RARE
020577	NDA		LUKARE MEDICAL LLC
020578	NDA		TERSERA
020579	NDA		SANOFI
020580	BLA		ORGANON USA INC
020582	BLA		ORGANON USA INC
020583	NDA		BAUSCH AND LOMB
020584	NDA		WYETH PHARMS INC
020586	NDA		OTSUKA AMERICA
020587	NDA		SCIARRA LABS
020588	NDA		JANSSEN PHARMS
020589	NDA		GLAXOSMITHKLINE
020591	NDA		ABBVIE
020592	NDA		LILLY
020593	NDA		ABBVIE
020596	NDA		VIIV HLTHCARE
020597	NDA		UPJOHN
020599	NDA		COVIS
020600	NDA		ALLERGAN
020601	NDA		J AND J CONSUMER INC
020602	NDA		J AND J CONSUMER INC
020603	NDA		J AND J CONSUMER INC
020604	BLA		EMD SERONO
020605	NDA		NOVARTIS
020606	NDA		J AND J CONSUMER INC
020607	NDA		PFIZER
020608	NDA		GE HEALTHCARE
020610	NDA		VALEANT PHARMS INTL
020611	NDA		LEO PHARM
020612	NDA		TEIKOKU PHARMA USA
020613	NDA		ALLERGAN
020615	NDA		MYLAN INSTITUTIONAL
020616	NDA		ALLERGAN
020617	NDA		AVENT
020619	NDA		ALCON
020622	NDA		TEVA PHARMS USA
020623	NDA		VALIDUS PHARMS
020624	NDA		VALIDUS PHARMS
020625	NDA		CHATTEM SANOFI
020626	NDA		GLAXOSMITHKLINE
020627	NDA		WYETH PHARMS INC
020628	NDA		HOFFMANN LA ROCHE
020629	NDA		MYLAN
020630	NDA		MYLAN INSTITUTIONAL
020631	NDA		SPECGX LLC
020632	NDA		ABBOTT
020634	NDA		JANSSEN PHARMS
020635	NDA		JANSSEN PHARMS
020636	NDA		BOEHRINGER INGELHEIM
020637	NDA		ARBOR PHARMS LLC
020638	NDA		GILEAD SCIENCES INC
020639	NDA		ASTRAZENECA
020641	NDA		BAYER HEALTHCARE LLC
020645	NDA		BAUSCH
020646	NDA		CEPHALON
020647	NDA		SOMERSET
020648	NDA		BAUSCH
020649	NDA		AUXILIUM PHARMS LLC
020652	NDA		IC TARGETS
020655	NDA		ALLERGAN
020657	NDA		JANSSEN PHARMS
020658	NDA		GLAXOSMITHKLINE LLC
020659	NDA		ABBVIE
020663	NDA		MYLAN BERTEK
020664	NDA		PFIZER
020665	NDA		NOVARTIS
020666	NDA		IMPAX LABS INC
020667	NDA		BOEHRINGER INGELHEIM
020668	NDA		ASTRAZENECA
020670	NDA		MEDTECH PRODUCTS
020671	NDA		NOVARTIS
020675	NDA		ALLERGAN
020676	NDA		COMBE
020677	NDA		MYLAN
020678	NDA		BAXTER HLTHCARE
020680	NDA		ABBOTT
020682	NDA		PFIZER
020683	NDA		CADENCE HEALTH
020685	NDA		MERCK SHARP DOHME
020686	NDA		BRACCO
020687	NDA		DANCO LABS LLC
020688	NDA		ALCON LABS INC
020690	NDA		EISAI INC
020692	NDA		GLAXOSMITHKLINE
020694	NDA		JANSSEN PHARMA
020695	NDA		OTSUKA
020696	NDA		PAR PHARM INC
020697	NDA		BAUSCH
020698	NDA		BRAINTREE
020699	NDA		UPJOHN
020700	NDA		MYLAN SPECIALITY LP
020701	NDA		ALLERGAN
020702	NDA		UPJOHN
020704	NDA		BAYER HEALTHCARE LLC
020705	NDA		VIIV HLTHCARE
020706	NDA		NOVARTIS
020707	NDA		SANOFI AVENTIS US
020708	NDA		ABBVIE ENDOCRINE INC
020710	NDA		APOTEX
020711	NDA		GLAXOSMITHKLINE
020712	NDA		TAKEDA PHARMS USA
020713	NDA		TEVA BRANDED PHARM
020714	NDA		PFIZER
020715	NDA		VERITY
020716	NDA		ABBVIE
020717	NDA		CEPHALON
020718	NDA		SCHERING
020719	NDA		SANKYO
020720	NDA		PFIZER PHARMS
020723	NDA		BAUSCH
020725	BLA		ABBVIE
020726	NDA		NOVARTIS PHARMS
020727	NDA		ARBOR PHARMS LLC
020729	NDA		UCB INC
020732	NDA		INDIVIOR INC
020733	NDA		INDIVIOR INC
020734	NDA		BAXTER HLTHCARE
020738	NDA		ABBVIE
020740	NDA		BAYER PHARMS
020741	NDA		GEMINI LABS LLC
020742	NDA		ALCON
020743	NDA		VALEANT PHARMS NORTH
020744	BLA		CHIESI USA INC
020745	NDA		CHATTEM SANOFI
020746	NDA		J AND J CONSUMER INC
020747	NDA		CEPHALON
020748	NDA		GALDERMA LABS LP
020749	NDA		GLAXOSMITHKLINE CONS
020750	NDA		SANOFI AVENTIS US
020752	NDA		MERCK
020753	NDA		PFIZER
020755	NDA		PFIZER
020756	NDA		WATSON LABS INC
020757	NDA		SANOFI AVENTIS US
020758	NDA		SANOFI AVENTIS US
020759	NDA		PFIZER
020760	NDA		PFIZER
020762	NDA		ORGANON
020763	NDA		GLAXOSMITHKLINE LLC
020764	NDA		GLAXOSMITHKLINE LLC
020766	NDA		CHEPLAPHARM
020767	NDA		JANSSEN PHARMA
020768	NDA		IPR
020769	NDA		PRECISION DERMAT
020771	NDA		UPJOHN
020772	BLA		QOL MEDCL
020773	NDA		BRACCO
020774	NDA		DEXCEL PHARMA
020776	NDA		PFIZER
020778	NDA		AGOURON PHARMS
020779	NDA		AGOURON PHARMS
020780	NDA		BAYER HLTHCARE
020781	NDA		NOVARTIS
020782	NDA		ABBOTT
020784	NDA		SANOFI AVENTIS US
020785	NDA		CELGENE
020786	NDA		CHATTEM SANOFI
020788	NDA		MERCK
020789	NDA		CONCORDIA
020791	NDA		ALZA
020792	NDA		BIOVAIL
020793	NDA		HIKMA
020796	NDA		ORION PHARMA
020799	NDA		DAIICHI
020800	NDA		IMPAX
020801	NDA		J AND J CONSUMER INC
020802	NDA		GLAXOSMITHKLINE CONS
020803	NDA		BAUSCH AND LOMB
020805	NDA		NOVARTIS
020808	NDA		GE HEALTHCARE
020809	NDA		FALCON PHARMS
020811	NDA		ALLERGAN
020812	NDA		GLAXOSMITHKLINE
020813	NDA		ROCHE
020815	NDA		LILLY
020816	NDA		NOVARTIS
020818	NDA		NOVARTIS
020819	NDA		ABBVIE
020822	NDA		ALLERGAN
020823	NDA		NOVARTIS
020825	NDA		VIATRIS
020827	NDA		MEDTECH PRODUCTS
020828	NDA		HOFFMANN LA ROCHE
020829	NDA		MSD MERCK CO
020830	NDA		MSD MERCK CO
020831	NDA		NOVARTIS
020832	NDA		BECTON DICKINSON CO
020833	NDA		GLAXO GRP LTD
020834	NDA		JOHNSON AND JOHNSON
020835	NDA		APIL
020837	NDA		AKORN
020838	NDA		ANI PHARMS
020839	NDA		SANOFI AVENTIS US
020841	NDA		PHARMOS
020843	NDA		VIRTUS PHARMS
020844	NDA		JANSSEN PHARMS
020845	NDA		MALLINCKRODT HOSP
020846	NDA		GLAXOSMITHKLINE CONS
020847	NDA		WOMEN FIRST HLTHCARE
020849	NDA		BAXTER HLTHCARE
020850	NDA		BOEHRINGER INGELHEIM
020855	NDA		BAXTER HLTHCARE
020857	NDA		VIIV HLTHCARE
020859	NDA		PFIZER
020860	NDA		BAYER HLTHCARE
020862	NDA		SANOFI
020863	NDA		OTSUKA
020864	NDA		MERCK
020865	NDA		MERCK
020866	NDA		VEROSCIENCE
020868	NDA		PFIZER
020869	NDA		AKORN
020870	NDA		NOVEN PHARMS INC
020872	NDA		CHATTEM SANOFI
020873	NDA		SANDOZ INC
020874	NDA		PHARMACIA AND UPJOHN
020882	NDA		VIATRIS
020883	NDA		NOVARTIS
020884	NDA		BOEHRINGER INGELHEIM
020885	NDA		APOTEX
020886	NDA		CONCORDIA
020887	NDA		CIS BIO INTL SA
020888	NDA		SCHERING PLOUGH
020889	NDA		SCHERING PLOUGH
020890	NDA		SCHERING PLOUGH
020892	NDA		ENDO PHARM
020895	NDA		VIATRIS
020896	NDA		HOFFMANN LA ROCHE
020897	NDA		JANSSEN PHARMS
020898	BLA		GENZYME
020899	NDA		GE HEALTHCARE
020900	NDA		DXS DEVICES
020901	NDA		GALDERMA LABS LP
020902	NDA		J AND J CONSUMER INC
020903	NDA		MERCK SHARP DOHME
020905	NDA		SANOFI AVENTIS US
020906	NDA		BRISTOL MYERS SQUIBB
020907	NDA		AMNEAL
020908	NDA		NOVO NORDISK INC
020911	NDA		TEVA BRANDED PHARM
020912	NDA		MEDICURE
020913	NDA		MEDICURE
020918	NDA		NOVO NORDISK
020919	NDA		VIATRIS
020920	NDA		SCIOS LLC
020922	NDA		ALMIRALL
020923	NDA		LIEBEL-FLARSHEIM
020925	NDA		GLAXOSMITHKLINE CONS
020926	NDA		GENZYME
020927	NDA		NOVARTIS
020928	NDA		LILLY
020929	NDA		ASTRAZENECA
020931	NDA		PFIZER
020932	NDA		ROXANE
020933	NDA		BOEHRINGER INGELHEIM
020934	NDA		MYLAN
020936	NDA		APOTEX
020937	NDA		LIEBEL-FLARSHEIM
020938	NDA		BOEHRINGER INGELHEIM
020939	NDA		BIOVAIL
020941	NDA		GLAXOSMITHKLINE
020942	NDA		ROCHE
020943	NDA		RECRO GAINESVILLE
020944	NDA		GLAXOSMITHKLINE
020945	NDA		ABBVIE
020946	NDA		TEVA BRANDED PHARM
020947	NDA		NUVO PHARMS INC
020949	NDA		MYLAN SPECIALITY LP
020950	NDA		MYLAN SPECIALITY LP
020951	NDA		GLAXOSMITHKLINE
020954	NDA		OTSUKA PHARM
020955	NDA		SANOFI AVENTIS US
020958	NDA		J AND J CONSUMER INC
020961	NDA		NOVARTIS
020962	NDA		ASTRAZENECA
020963	NDA		SANDOZ INC
020965	NDA		DUSA
020966	NDA		JANSSEN PHARMS
020968	NDA		PERSONAL PRODS
020969	NDA		MALLINCKRODT HOSP
020971	NDA		DEPROCO
020972	NDA		BRISTOL MYERS SQUIBB
020973	NDA		WOODWARD
020974	NDA		LILLY
020975	NDA		LIEBEL-FLARSHEIM
020976	NDA		LIEBEL-FLARSHEIM
020977	NDA		VIIV HLTHCARE
020978	NDA		VIIV HLTHCARE
020980	NDA		GLAXOSMITHKLINE
020981	NDA		NOVARTIS
020983	NDA		GLAXOSMITHKLINE
020984	NDA		ORGANON USA INC
020985	NDA		VALEANT PHARMS NORTH
020986	BLA		NOVO NORDISK INC
020987	NDA		WYETH PHARMS
020988	NDA		WYETH PHARMS
020989	NDA		DAIICHI SANKYO INC
020990	NDA		VIATRIS
020992	NDA		ASPEN
020997	NDA		PURDUE PHARMA LP
020998	NDA		UPJOHN
021001	NDA		JANSSEN PHARMS
021003	NDA		GLAXOSMITHKLINE
021004	NDA		GLAXOSMITHKLINE
021005	NDA		FOUGERA PHARMS
021006	NDA		ENDO PHARMS
021007	NDA		GLAXOSMITHKLINE
021008	NDA		NOVARTIS
021009	NDA		ALLERGAN
021011	NDA		SPECGX LLC
021012	NDA		CIS BIO INTL SA
021014	NDA		NOVARTIS
021015	NDA		ABBVIE
021016	NDA		UPJOHN
021017	BLA		LILLY
021018	BLA		LILLY
021019	NDA		GLAXOSMITHKLINE
021022	NDA		VALEANT BERMUDA
021023	NDA		ALLERGAN
021024	NDA		SANOFI AVENTIS US
021025	NDA		NOVARTIS
021026	NDA		MYLAN
021027	NDA		SANOFI
021029	NDA		MERCK SHARP DOHME
021035	NDA		UCB INC
021036	NDA		GLAXOSMITHKLINE
021037	NDA		BAYER HLTHCARE
021038	NDA		HOSPIRA
021039	NDA		GLAXOSMITHKLINE
021040	NDA		TEVA WOMENS
021041	NDA		PACIRA PHARMS INC
021042	NDA		MERCK
021043	NDA		BAYER HEALTHCARE LLC
021044	NDA		PURDUE PHARMA LP
021045	NDA		FDN CONSUMER
021046	NDA		FOREST LABS
021047	BLA		FERRING
021048	NDA		ORTHO MCNEIL PHARM
021052	NDA		MERCK
021055	NDA		VALEANT LUXEMBOURG
021056	NDA		BAUSCH
021057	NDA		ORGANON USA INC
021060	NDA		TERSERA
021064	NDA		LANTHEUS MEDCL
021065	NDA		APIL
021066	NDA		ALCON PHARMA
021067	NDA		ORGANON
021068	NDA		VALIDUS PHARMS
021071	NDA		WOODWARD
021073	NDA		TAKEDA PHARMS USA
021074	NDA		3M
021076	NDA		BAYER
021077	NDA		GLAXO GRP LTD
021078	NDA		GLAXOSMITHKLINE
021079	NDA		SANTEN
021081	BLA		SANOFI AVENTIS US
021082	NDA		NOVARTIS
021083	NDA		PF PRISM CV
021084	NDA		US ARMY
021085	NDA		BAYER HLTHCARE
021086	NDA		LILLY
021087	NDA		ROCHE
021088	NDA		ORTHO MCNEIL JANSSEN
021090	NDA		ASPEN GLOBAL INC
021092	NDA		METABOLIC SOLUTIONS
021093	NDA		ANI PHARMS
021097	NDA		SALIX PHARMS
021098	NDA		BAYER HLTHCARE
021102	NDA		WARNER CHILCOTT
021103	NDA		NOVO NORDISK
021105	NDA		ABLE
021106	BLA		PHARMACIA
021107	NDA		SEBELA IRELAND LTD
021108	NDA		VALEANT PHARMS NORTH
021110	NDA		PF PRISM CV
021112	NDA		GALDERMA LABS LP
021113	NDA		HIKMA
021114	NDA		ALCON PHARMS LTD
021116	NDA		ALVOGEN
021117	NDA		HOSPIRA
021119	NDA		VALEANT LUXEMBOURG
021120	NDA		SERONO INC
021121	NDA		JANSSEN PHARMS
021123	NDA		JANSSEN PHARMS
021124	NDA		GLAXOSMITHKLINE CONS
021127	NDA		MYLAN SPECIALITY LP
021128	NDA		J AND J CONSUMER INC
021129	NDA		VIATRIS
021130	NDA		PFIZER
021131	NDA		PFIZER
021132	NDA		PFIZER
021134	NDA		VIATRIS
021135	NDA		AM REGENT
021136	NDA		CHIRHOCLIN
021137	NDA		GENUS LIFESCIENCES
021140	NDA		J AND J CONSUMER INC
021141	NDA		DAIICHI SANKYO
021142	NDA		MYLAN
021143	NDA		TARO
021144	NDA		SANOFI AVENTIS US
021145	NDA		SKINMEDICA
021146	NDA		HOSPIRA
021148	BLA		NOVO NORDISK INC
021149	BLA		EMD SERONO
021150	NDA		J AND J CONSUMER INC
021151	NDA		COVIS
021152	NDA		FOUGERA PHARMS
021153	NDA		ASTRAZENECA
021156	NDA		GD SEARLE LLC
021158	NDA		LG CHEM LTD
021159	NDA		BAUSCH
021160	NDA		FRESENIUS MEDCL
021162	NDA		BOEHRINGER INGELHEIM
021163	NDA		SANDOZ CANADA INC
021165	NDA		ORGANON
021166	NDA		ASCEND THERAPS US
021167	NDA		NOVARTIS
021168	NDA		ABBVIE
021169	NDA		JANSSEN PHARMS
021171	NDA		HOSPIRA
021172	BLA		NOVO NORDISK INC
021175	NDA		US ARMY
021176	NDA		DAIICHI SANKYO
021178	NDA		BRISTOL MYERS SQUIBB
021179	NDA		GENZYME
021180	NDA		JANSSEN PHARMS
021183	NDA		BRISTOL MYERS SQUIBB
021184	NDA		ALLERGAN
021187	NDA		ORGANON SUB MERCK
021190	NDA		BRISTOL MYERS SQUIBB
021191	NDA		VESSELON SPV LLC
021192	NDA		NOVARTIS
021196	NDA		JAZZ PHARMS
021197	NDA		EMD SERONO INC
021199	NDA		SANTEN
021200	NDA		ALFASIGMA
021201	NDA		CHEMISCH FBRK KRSSLR
021202	NDA		EMD SERONO INC
021203	NDA		ABBVIE INC
021204	NDA		NOVARTIS
021205	NDA		VIIV HLTHCARE
021206	ANDA		PLIVA HRVATSKA DOO
021208	NDA		ORGANON USA INC
021209	NDA		CHIRHOCLIN
021210	NDA		STEVENS J
021211	BLA		ORGANON USA INC
021212	NDA		PFIZER
021214	NDA		SUCAMPO PHARMA LLC
021216	NDA		PARKE DAVIS
021217	NDA		SPECGX LLC
021222	NDA		VANSEN PHARMA
021223	NDA		NOVARTIS
021224	NDA		JANSSEN PHARMS
021225	NDA		BAYER HLTHCARE
021226	NDA		ABBVIE
021227	NDA		MERCK
021228	NDA		UPJOHN
021229	NDA		ASTRAZENECA
021231	NDA		ASTRAZENECA
021232	NDA		SWEDISH ORPHAN
021234	NDA		INST BIOCHEM
021235	NDA		LILLY
021238	NDA		ROCHE
021241	NDA		JANSSEN PHARMS
021243	NDA		PHARMACIA UPJOHN
021246	NDA		ROCHE
021247	NDA		MYLAN SPECIALITY LP
021248	NDA		CEPHALON
021251	NDA		ABBVIE
021252	NDA		ALLERGAN
021253	NDA		LILLY
021254	NDA		GLAXO GRP LTD
021256	NDA		CHIRHOCLIN
021257	NDA		ALCON PHARMS LTD
021258	NDA		BAYER HLTHCARE
021259	NDA		LANNETT CO INC
021260	NDA		KING PHARMS LLC
021261	NDA		MEDTECH PRODUCTS
021262	NDA		ALLERGAN
021264	NDA		MDD US
021265	NDA		SANDOZ CANADA INC
021266	NDA		PF PRISM CV
021267	NDA		PF PRISM CV
021268	NDA		ABBVIE
021269	NDA		VIATRIS
021271	BLA		BAUSCH
021272	NDA		UNITED THERAP
021273	BLA		ORGANON USA INC
021275	NDA		ALLERGAN
021277	NDA		BAYER HLTHCARE
021278	NDA		NOVARTIS
021279	NDA		NOVARTIS
021281	NDA		TAKEDA PHARMS NA
021282	NDA		RB HLTH
021283	NDA		NOVARTIS
021284	NDA		NOVARTIS
021285	NDA		NOVARTIS
021286	NDA		DAIICHI SANKYO
021287	NDA		CONCORDIA
021288	NDA		VERITY
021289	BLA		FERRING
021290	NDA		ACTELION
021292	NDA		PROVELL
021297	NDA		SCHERING
021299	NDA		SEBELA IRELAND LTD
021300	NDA		MERCK SHARP DOHME
021301	NDA		KING PHARMS
021302	NDA		BAUSCH
021303	NDA		TAKEDA PHARMS USA
021304	NDA		HOFFMANN LA ROCHE
021305	NDA		JUBILANT
021306	NDA		PURDUE PHARMA LP
021307	NDA		BAYER HEALTHCARE LLC
021308	NDA		MEDTECH PRODUCTS
021310	NDA		WATSON LABS
021311	NDA		ASTRAZENECA PHARMS
021312	NDA		MERCK SHARP DOHME
021313	NDA		ORGANON
021314	NDA		EXALENZ BIOSCIENCE
021316	NDA		COVIS
021317	NDA		BAYER
021318	NDA		LILLY
021319	NDA		WOODWARD
021320	NDA		SPECIALITY EUROPEAN
021321	NDA		BAXTER HLTHCARE
021323	NDA		ALLERGAN
021324	NDA		PADAGIS US
021330	NDA		GLAXOSMITHKLINE CONS
021332	NDA		ASTRAZENECA AB
021333	NDA		FERRING
021334	NDA		BAYER PHARMS
021335	NDA		NOVARTIS
021336	NDA		SOMERSET
021337	NDA		MERCK SHARP DOHME
021338	NDA		THE MEDICINES CO
021341	NDA		GD SEARLE
021342	NDA		CEDIPROF INC
021343	NDA		TOLMAR THERAP
021344	NDA		ASTRAZENECA
021345	NDA		MYLAN IRELAND LTD
021346	NDA		JANSSEN PHARMS
021348	NDA		ACTELION
021350	NDA		SKYEPHARMA AG
021351	NDA		ALLERGAN
021355	NDA		BAYER HLTHCARE
021356	NDA		GILEAD SCIENCES INC
021357	NDA		BRACCO
021358	NDA		BRACCO
021359	NDA		ALLERGAN
021360	NDA		BRISTOL MYERS SQUIBB
021361	NDA		SALIX PHARMS
021363	NDA		SCHERING
021365	NDA		ALLERGAN
021366	NDA		IPR
021367	NDA		MILLICENT
021368	NDA		LILLY
021369	NDA		LANNETT CO INC
021371	NDA		EXELTIS USA INC
021372	NDA		HELSINN HLTHCARE
021373	NDA		GLAXOSMITHKLINE
021374	NDA		GLAXOSMITHKLINE
021375	NDA		FDN CONSUMER
021378	NDA		FOREST LABS
021379	NDA		TOLMAR THERAP
021380	NDA		DENTSPLY PHARM
021381	NDA		DENTSPLY PHARM
021382	NDA		DENTSPLY PHARM
021383	NDA		DENTSPLY PHARM
021384	NDA		DENTSPLY PHARM
021385	NDA		BAUSCH
021386	NDA		NOVARTIS
021387	NDA		BRISTOL MYERS SQUIBB
021388	NDA		SCIARRA LABS
021392	NDA		BAUSCH
021393	NDA		GLAXOSMITHKLINE
021394	NDA		GLAXOSMITHKLINE
021395	NDA		BOEHRINGER INGELHEIM
021396	NDA		WYETH AYERST
021397	NDA		PARKE DAVIS
021398	NDA		ALLERGAN
021399	NDA		ASTRAZENECA
021400	NDA		BAYER HLTHCARE
021402	NDA		ABBVIE
021406	NDA		UPSHER SMITH LABS
021408	NDA		MYLAN
021409	NDA		MERCK
021410	NDA		SB PHARMCO
021411	NDA		LILLY
021412	NDA		BIOVAIL LABS INTL
021415	NDA		GALDERMA LABS LP
021416	NDA		GLAXOSMITHKLINE LLC
021417	NDA		WYETH PHARMS INC
021419	NDA		SPECGX LLC
021423	NDA		PARKE DAVIS
021424	NDA		PARKE DAVIS
021425	NDA		BAYER HLTHCARE
021426	BLA		SANDOZ
021427	NDA		LILLY
021428	NDA		TAKEDA PHARMS USA
021430	NDA		CELGENE
021431	NDA		FOREST LABS
021433	NDA		GLAXO GRP LTD
021434	NDA		UPJOHN
021435	NDA		DR REDDYS LABS INC
021436	NDA		OTSUKA
021437	NDA		UPJOHN
021438	NDA		ANI PHARMS
021440	NDA		FOREST LABS
021441	NDA		GLAXOSMITHKLINE
021443	NDA		ASPEN
021444	NDA		JANSSEN PHARMS
021445	NDA		ORGANON
021446	NDA		UPJOHN
021447	NDA		COVIS
021449	NDA		GILEAD
021450	NDA		ASTRAZENECA
021451	NDA		DENTSPLY PHARM
021453	NDA		BRISTOL MYERS SQUIBB
021454	NDA		AUXILIUM PHARMS LLC
021455	NDA		HOFFMANN LA ROCHE
021456	NDA		EISAI MEDCL RES
021457	NDA		TEVA BRANDED PHARM
021460	NDA		BRISTOL MYERS SQUIBB
021462	NDA		LILLY
021463	NDA		ENDO PHARMS
021464	NDA		PFIZER
021466	NDA		PFIZER
021468	NDA		TAKEDA PHARMS USA
021470	NDA		LEO PHARMA AS
021471	NDA		LOREAL USA
021472	NDA		BIONPHARMA INC
021473	NDA		BAYER HLTHCARE
021475	NDA		SPECGX LLC
021476	NDA		SUNOVION PHARMS INC
021478	NDA		BAUSCH
021479	NDA		BAUSCH
021481	NDA		ROCHE
021483	NDA		PFIZER INC
021484	BLA		FERRING
021485	NDA		ORION PHARMA
021486	NDA		EMPI
021487	NDA		ALLERGAN
021488	NDA		TOLMAR THERAP
021489	NDA		BRACCO
021490	NDA		APIL
021492	NDA		SANOFI AVENTIS US
021493	NDA		ALLERGAN
021494	NDA		BRAINTREE
021496	NDA		AMPHASTAR PHARMS INC
021497	NDA		ROMARK
021498	NDA		ROMARK
021500	NDA		GILEAD
021501	NDA		LOREAL USA
021502	NDA		LOREAL USA
021503	NDA		AGOURON PHARMS
021504	NDA		VYTERIS
021505	NDA		UCB INC
021506	NDA		ASTELLAS
021507	NDA		TAKEDA PHARMS NA
021511	NDA		ROCHE
021512	NDA		PERRIGO
021513	NDA		APIL
021514	NDA		NOVEN PHARMS INC
021515	NDA		BAUSCH
